FlowID,FlowDuration/s,SrcAddr,SrcPort,DstAddr,DstPort,Protocol,TxPackets,RxPackets,LostPackets,TxBytes,RxBytes,TxPacketRate/s,RxPacketRate/s,TxByteRate/s,RxByteRate/s,MeanDelay/s,MeanJitter/s,Throughput/Kbps,MeanPacketSize,PacketDropRate,AverageHopCount,label
89618,1690.03,192.168.0.62,9,192.168.0.78,9,UDP,15,12,3,1140,912,0.00887561,0.00710049,0.674546,0.539637,0.0371545,0.0675119,0.0043171,76,0.2,0.0833333,Normal Traffic
89619,1695.01,192.168.0.62,9,192.168.0.86,9,UDP,19,14,5,1444,1064,0.0112094,0.00825956,0.851914,0.627726,0.0516909,0.0679816,0.00502181,76,0.263158,0.142857,Normal Traffic
89620,1725.1,192.168.0.62,9,192.168.0.88,9,UDP,17,13,4,1292,988,0.00985448,0.00753578,0.748941,0.572719,0.119874,0.146594,0.00458175,76,0.235294,0.153846,Normal Traffic
89621,1775,192.168.0.62,9,192.168.0.92,9,UDP,14,13,1,1064,988,0.00788732,0.00732394,0.599436,0.55662,0.0723292,0.0954509,0.00445296,76,0.0714286,0,Normal Traffic
89622,1690.03,192.168.0.62,9,192.168.0.100,9,UDP,12,7,5,912,532,0.00710047,0.00414194,0.539636,0.314788,0.155357,0.211595,0.0025183,76,0.416667,0,Normal Traffic
89623,1694.59,192.168.0.14,654,192.168.0.58,654,UDP,23,9,14,1086,414,0.0135726,0.00531101,0.640862,0.244306,0.0284968,0.0519717,0.00195445,47,0.608696,0,Blackhole Attack
89624,1380.45,192.168.0.70,654,192.168.0.58,654,UDP,48,33,15,2144,1498,0.0347714,0.0239053,1.55312,1.08516,0.0310835,0.0302955,0.00868125,44,0.3125,0.030303,Normal Traffic
89625,1769.62,192.168.0.8,654,192.168.0.58,654,UDP,37,33,4,1722,1514,0.0209084,0.018648,0.973088,0.855549,0.0150182,0.016286,0.00684439,46,0.108108,0,Normal Traffic
89626,1719.59,192.168.0.66,654,192.168.0.58,654,UDP,36,26,10,1616,1136,0.0209353,0.0151199,0.93976,0.660624,0.0509636,0.0625235,0.00528499,44,0.277778,0,Normal Traffic
89627,1756.11,192.168.0.14,654,192.168.0.48,654,UDP,74,18,56,3476,820,0.0421385,0.0102499,1.97937,0.466941,0.768306,0.965007,0.00373553,46,0.756757,0,Blackhole Attack
89628,1766.38,192.168.0.66,654,192.168.0.48,654,UDP,58,27,31,2698,1252,0.0328356,0.0152855,1.52742,0.708795,0.00821405,0.010971,0.00567036,46,0.534483,0,Blackhole Attack
89629,1536.3,192.168.0.70,654,192.168.0.2,654,UDP,52,42,10,2444,1964,0.0338475,0.0273384,1.59083,1.27839,0.071837,0.0712224,0.0102272,47,0.192308,0.0238095,Normal Traffic
89630,1680.47,192.168.0.2,654,192.168.0.66,654,UDP,56,33,23,2606,1486,0.033324,0.0196374,1.55076,0.884276,0.0328402,0.0479973,0.00707421,46,0.410714,0.121212,Normal Traffic
89631,1545.37,192.168.0.10,654,192.168.0.6,654,UDP,95,59,36,4486,2790,0.0614738,0.0381784,2.90286,1.80539,0.0580884,0.068962,0.0144431,47,0.378947,0.0508475,Normal Traffic
89632,1761.95,192.168.0.89,654,192.168.0.6,654,UDP,208,56,151,9816,2672,0.118051,0.0317829,5.5711,1.5165,0.105709,0.069453,0.012132,47,0.725962,0,Blackhole Attack
89633,1745.37,192.168.0.92,654,192.168.0.48,654,UDP,66,39,27,3004,1750,0.0378144,0.0223449,1.72113,1.00265,0.0446557,0.0443846,0.00802124,45,0.409091,0,Normal Traffic
89634,1647.92,192.168.0.92,654,192.168.0.2,654,UDP,58,48,10,2732,2252,0.0351959,0.0291276,1.65785,1.36657,0.0737214,0.0648798,0.0109326,47,0.172414,0.0208333,Normal Traffic
89635,1704.74,192.168.0.90,654,192.168.0.10,654,UDP,82,65,17,3608,2808,0.048101,0.0381289,2.11645,1.64717,0.0293255,0.0278707,0.0131773,44,0.207317,0,Normal Traffic
89636,1760.73,192.168.0.14,654,192.168.0.6,654,UDP,88,63,25,4218,2994,0.0499794,0.0357807,2.3956,1.70044,0.114446,0.0850659,0.0136035,47,0.284091,0,Normal Traffic
89637,1776.92,192.168.0.100,654,192.168.0.6,654,UDP,59,46,13,2772,2132,0.0332036,0.0258876,1.56001,1.19983,0.0347915,0.0326207,0.00959866,46,0.220339,0,Normal Traffic
89638,1752.47,192.168.0.93,654,192.168.0.53,654,UDP,246,67,177,11270,2968,0.140373,0.0382317,6.43092,1.69361,0.116479,0.141966,0.0135489,45,0.719512,0,Blackhole Attack
89639,1781.67,192.168.0.35,654,192.168.0.53,654,UDP,238,77,160,10982,3384,0.133583,0.0432179,6.16388,1.89934,0.0996503,0.123228,0.0151947,46,0.672269,0,Blackhole Attack
89640,1525.95,192.168.0.1,654,192.168.0.53,654,UDP,181,57,124,8456,2610,0.118615,0.0373538,5.54146,1.71041,0.177747,0.1694,0.0136833,46,0.685083,0,Blackhole Attack
89641,1741.81,192.168.0.52,654,192.168.0.72,654,UDP,65,49,16,3008,2256,0.0373175,0.0281316,1.72694,1.2952,0.0220786,0.026944,0.0103616,46,0.246154,0,Normal Traffic
89642,1776.88,192.168.0.46,654,192.168.0.6,654,UDP,51,40,11,2424,1896,0.0287019,0.0225113,1.36419,1.06704,0.0322598,0.0548331,0.0085363,47,0.215686,0,Normal Traffic
89643,1771.24,192.168.0.8,654,192.168.0.48,654,UDP,94,40,54,4390,1832,0.0530701,0.022583,2.47849,1.0343,0.0606692,0.0450546,0.00827442,46,0.574468,0,Blackhole Attack
89644,1782.11,192.168.0.90,654,192.168.0.57,654,UDP,78,67,10,2934,2568,0.0437683,0.0375958,1.64636,1.44099,0.00938791,0.0125653,0.0115279,37,0.128205,0.0149254,Normal Traffic
89645,1775.04,192.168.0.82,654,192.168.0.97,654,UDP,33,27,6,1266,998,0.0185912,0.015211,0.713225,0.562242,0.0793267,0.0352501,0.00449794,38,0.181818,0,Normal Traffic
89646,1769.88,192.168.0.73,654,192.168.0.53,654,UDP,360,169,190,16212,7470,0.203403,0.0954865,9.15992,4.22061,0.130676,0.12804,0.0337649,45,0.527778,0.0236686,Blackhole Attack
89647,1776.6,192.168.0.6,654,192.168.0.100,654,UDP,49,43,5,2256,1968,0.0275808,0.0242036,1.26984,1.10773,0.0351568,0.0473758,0.00886188,46,0.102041,0,Normal Traffic
89648,1760.81,192.168.0.100,654,192.168.0.48,654,UDP,84,42,43,3952,1984,0.0477053,0.0238527,2.24442,1.12675,0.0751986,0.0773088,0.00901403,47,0.511905,0,Blackhole Attack
89649,1650.76,192.168.0.4,654,192.168.0.40,654,UDP,52,28,24,2460,1308,0.0315007,0.0169619,1.49023,0.792365,0.0408617,0.0489481,0.00633892,47,0.461538,0,Normal Traffic
89650,1711.87,192.168.0.76,654,192.168.0.72,654,UDP,63,25,38,2962,1156,0.0368018,0.0146039,1.73027,0.675283,0.0109028,0.0194908,0.00540226,47,0.603175,0,Blackhole Attack
89651,1576.52,192.168.0.98,654,192.168.0.64,654,UDP,64,44,21,3054,2102,0.0405958,0.0279096,1.93718,1.33332,0.0888641,0.0846221,0.0106666,47,0.328125,0.0227273,Normal Traffic
89652,1548.25,192.168.0.38,654,192.168.0.6,654,UDP,59,46,13,2756,2148,0.0381076,0.029711,1.78008,1.38738,0.0152073,0.0181834,0.011099,46,0.220339,0,Normal Traffic
89653,1780.83,192.168.0.32,654,192.168.0.6,654,UDP,74,61,12,3336,2736,0.0415536,0.0342536,1.87328,1.53636,0.0575615,0.0285971,0.0122909,45,0.162162,0,Normal Traffic
89654,1732.12,192.168.0.75,654,192.168.0.53,654,UDP,453,203,248,20140,8556,0.261529,0.117197,11.6274,4.9396,0.114588,0.149159,0.0395168,44,0.547461,0.0246305,Blackhole Attack
89655,1780.8,192.168.0.43,654,192.168.0.6,654,UDP,209,49,158,9812,2304,0.117363,0.0275157,5.50989,1.2938,0.154937,0.135636,0.0103504,46,0.755981,0.0204082,Blackhole Attack
89656,1770.29,192.168.0.57,654,192.168.0.6,654,UDP,293,70,223,13744,3280,0.165509,0.0395415,7.76369,1.8528,0.135528,0.117911,0.0148224,46,0.761092,0,Blackhole Attack
89657,1579.43,192.168.0.91,654,192.168.0.6,654,UDP,215,81,133,10038,3822,0.136125,0.0512844,6.35547,2.41986,0.109907,0.0984548,0.0193589,46,0.618605,0.0123457,Blackhole Attack
89658,1779.73,192.168.0.53,654,192.168.0.6,654,UDP,237,71,165,11200,3384,0.133166,0.0398936,6.29308,1.90141,0.170678,0.117081,0.0152113,47,0.696203,0,Blackhole Attack
89659,1645.01,192.168.0.2,654,192.168.0.92,654,UDP,57,47,10,2606,2126,0.0346502,0.0285712,1.58418,1.29239,0.0751159,0.0708517,0.0103391,45,0.175439,0.0212766,Normal Traffic
89660,1636.69,192.168.0.17,654,192.168.0.75,654,UDP,204,66,138,9380,2920,0.124642,0.0403254,5.7311,1.78409,0.136097,0.188139,0.0142728,45,0.676471,0,Blackhole Attack
89661,1680.09,192.168.0.58,654,192.168.0.38,654,UDP,129,102,27,5872,4604,0.0767818,0.0607112,3.49506,2.74034,0.057307,0.0381883,0.0219227,45,0.209302,0.0392157,Normal Traffic
89662,1548.63,192.168.0.6,654,192.168.0.38,654,UDP,60,37,23,2684,1612,0.0387439,0.0238921,1.73314,1.04092,0.0418249,0.0735221,0.00832735,44,0.383333,0,Normal Traffic
89663,1448.98,192.168.0.74,654,192.168.0.48,654,UDP,64,39,25,2934,1766,0.0441691,0.0269156,2.02488,1.21879,0.0272234,0.0256172,0.00975034,45,0.390625,0.153846,Normal Traffic
89664,1573.16,192.168.0.44,654,192.168.0.38,654,UDP,41,34,7,1932,1612,0.0260622,0.0216126,1.2281,1.02469,0.023963,0.0202644,0.00819752,47,0.170732,0,Normal Traffic
89665,1668.39,192.168.0.76,654,192.168.0.86,654,UDP,35,27,8,1612,1236,0.0209783,0.0161833,0.966202,0.740835,0.0073453,0.0104564,0.00592668,46,0.228571,0.0740741,Normal Traffic
89666,1286.22,192.168.0.78,654,192.168.0.80,654,UDP,62,39,23,2910,1822,0.0482032,0.0303214,2.26244,1.41655,0.0382793,0.0418794,0.0113324,46,0.370968,0.025641,Normal Traffic
89667,1769.37,192.168.0.90,654,192.168.0.82,654,UDP,67,51,16,3020,2268,0.0378666,0.0288238,1.70682,1.28181,0.103732,0.113085,0.0102545,45,0.238806,0.0196078,Normal Traffic
89668,1720.69,192.168.0.22,654,192.168.0.76,654,UDP,88,60,28,4030,2728,0.0511422,0.0348697,2.34208,1.58541,0.0761284,0.0600134,0.0126833,45,0.318182,0.0166667,Normal Traffic
89669,1644.03,192.168.0.44,654,192.168.0.68,654,UDP,41,34,7,1924,1588,0.0249387,0.0206809,1.1703,0.96592,0.0207543,0.0165478,0.00772736,46,0.170732,0,Normal Traffic
89670,1760.99,192.168.0.6,654,192.168.0.68,654,UDP,108,72,36,4936,3314,0.0613293,0.0408862,2.80298,1.8819,0.0435852,0.0439078,0.0150552,45,0.333333,0.0138889,Normal Traffic
89671,1634.85,192.168.0.52,654,192.168.0.4,654,UDP,63,29,34,2900,1322,0.0385356,0.0177386,1.77386,0.808636,0.228712,0.107842,0.00646909,46,0.539683,0,Blackhole Attack
89672,1755.42,192.168.0.21,654,192.168.0.93,654,UDP,189,31,157,8810,1462,0.107667,0.0176596,5.01874,0.832849,0.0698758,0.0943425,0.00666279,46,0.830688,0,Blackhole Attack
89673,1567.24,192.168.0.57,654,192.168.0.93,654,UDP,193,50,143,8748,2042,0.123146,0.0319032,5.58178,1.30293,0.144746,0.129033,0.0104234,45,0.740933,0,Blackhole Attack
89674,1730.28,192.168.0.1,654,192.168.0.92,654,UDP,200,41,159,9404,1892,0.115588,0.0236956,5.43496,1.09347,0.214849,0.150659,0.00874773,47,0.795,0,Blackhole Attack
89675,1625.97,192.168.0.70,654,192.168.0.48,654,UDP,48,24,24,2278,1134,0.0295208,0.0147604,1.40101,0.697428,0.00429941,0.0049108,0.00557942,47,0.5,0,Blackhole Attack
89676,1756.66,192.168.0.31,654,192.168.0.53,654,UDP,373,113,256,17320,5152,0.212335,0.0643266,9.85962,2.93284,0.146169,0.142344,0.0234627,46,0.686327,0,Blackhole Attack
89677,1480.03,192.168.0.81,654,192.168.0.53,654,UDP,325,157,168,14302,6588,0.219591,0.106079,9.66335,4.45127,0.0938942,0.11225,0.0356102,44,0.516923,0.0127389,Blackhole Attack
89678,1741.26,192.168.0.39,654,192.168.0.53,654,UDP,232,91,139,10736,4138,0.133237,0.052261,6.16565,2.37644,0.215119,0.313529,0.0190115,46,0.599138,0.010989,Blackhole Attack
89679,1773.92,192.168.0.83,654,192.168.0.53,654,UDP,319,123,194,14496,5492,0.179828,0.0693381,8.17175,3.09598,0.145212,0.152418,0.0247678,45,0.60815,0,Blackhole Attack
89680,1775.53,192.168.0.37,654,192.168.0.53,654,UDP,213,78,133,9890,3544,0.119964,0.0439304,5.57015,1.99602,0.157285,0.156088,0.0159681,46,0.624413,0,Blackhole Attack
89681,1108.99,192.168.0.90,654,192.168.0.14,654,UDP,40,30,10,1788,1316,0.0360688,0.0270516,1.61227,1.18666,0.0728326,0.0612953,0.0094933,44,0.25,0.0333333,Normal Traffic
89682,1755.48,192.168.0.11,654,192.168.0.1,654,UDP,305,100,205,13806,4212,0.173741,0.0569643,7.8645,2.39934,0.0772602,0.107423,0.0191947,45,0.672131,0.02,Blackhole Attack
89683,1678.13,192.168.0.43,654,192.168.0.1,654,UDP,224,66,158,10400,3090,0.133482,0.0393294,6.19736,1.84133,0.142433,0.137801,0.0147306,46,0.705357,0,Blackhole Attack
89684,1495.82,192.168.0.53,654,192.168.0.1,654,UDP,170,44,126,7694,1790,0.11365,0.0294153,5.14366,1.19667,0.140108,0.151225,0.00957333,45,0.741176,0.0227273,Blackhole Attack
89685,1683.82,192.168.0.57,654,192.168.0.1,654,UDP,244,89,154,10918,3692,0.144908,0.0528559,6.48406,2.19263,0.099006,0.13317,0.017541,44,0.631148,0.0224719,Blackhole Attack
89686,1754.41,192.168.0.91,654,192.168.0.1,654,UDP,281,115,166,12728,5022,0.160168,0.0655491,7.25486,2.8625,0.108934,0.143903,0.0229,45,0.590747,0.0173913,Blackhole Attack
89687,1755.5,192.168.0.21,654,192.168.0.1,654,UDP,233,70,163,10842,3140,0.132726,0.0398747,6.17602,1.78866,0.184207,0.20718,0.0143093,46,0.699571,0.0428571,Blackhole Attack
89688,1779.94,192.168.0.13,654,192.168.0.1,654,UDP,257,93,164,11704,4062,0.144387,0.0522489,6.5755,2.2821,0.140476,0.161273,0.0182568,45,0.638132,0.0215054,Blackhole Attack
89689,1284.36,192.168.0.12,654,192.168.0.6,654,UDP,42,30,12,1948,1398,0.032701,0.0233579,1.5167,1.08848,0.0260727,0.0415295,0.00870781,46,0.285714,0,Normal Traffic
89690,1679.95,192.168.0.38,654,192.168.0.58,654,UDP,162,132,31,7488,6066,0.0964313,0.0785736,4.45727,3.61081,0.10705,0.0679564,0.0288865,46,0.191358,0.00757576,Normal Traffic
89691,1598.37,192.168.0.6,654,192.168.0.66,654,UDP,86,56,30,3908,2484,0.0538049,0.0350357,2.44499,1.55408,0.0349067,0.0513394,0.0124327,45,0.348837,0.0357143,Normal Traffic
89692,1765.57,192.168.0.44,654,192.168.0.66,654,UDP,58,45,13,2690,2082,0.0328507,0.0254876,1.52359,1.17923,0.0562801,0.0683767,0.00943381,46,0.224138,0,Normal Traffic
89693,1538.06,192.168.0.93,654,192.168.0.32,654,UDP,203,50,153,9592,2376,0.131984,0.0325084,6.23642,1.5448,0.164012,0.126213,0.0123584,47,0.753695,0.04,Blackhole Attack
89694,1542.8,192.168.0.6,654,192.168.0.12,654,UDP,65,47,18,3092,2220,0.0421313,0.0304641,2.00415,1.43894,0.0207046,0.0243326,0.0115116,47,0.276923,0,Normal Traffic
89695,1611.88,192.168.0.8,654,192.168.0.62,654,UDP,69,59,10,3262,2782,0.042807,0.0366031,2.02372,1.72593,0.0540969,0.0554652,0.0138074,47,0.144928,0,Normal Traffic
89696,1559.38,192.168.0.35,654,192.168.0.32,654,UDP,211,73,138,9894,3470,0.13531,0.0468135,6.34483,2.22524,0.253821,0.15767,0.0178019,46,0.654028,0,Blackhole Attack
89697,1461.59,192.168.0.33,654,192.168.0.32,654,UDP,193,54,139,9078,2550,0.132048,0.0369461,6.21105,1.74468,0.217503,0.15436,0.0139574,47,0.720207,0,Blackhole Attack
89698,1729.39,192.168.0.97,654,192.168.0.32,654,UDP,202,10,191,9448,480,0.116804,0.0057824,5.46321,0.277555,0.0539413,0.0559071,0.00222044,46,0.945545,0,Blackhole Attack
89699,1779.24,192.168.0.73,654,192.168.0.32,654,UDP,222,34,176,10454,1582,0.124772,0.0191093,5.87554,0.889143,0.16585,0.11684,0.00711315,47,0.792793,0.0294118,Blackhole Attack
89700,1739.45,192.168.0.83,654,192.168.0.32,654,UDP,245,76,167,11446,3566,0.140849,0.0436919,6.58023,2.05007,0.114149,0.111503,0.0164006,46,0.681633,0.0131579,Blackhole Attack
89701,1107.75,192.168.0.37,654,192.168.0.32,654,UDP,222,64,158,10504,3008,0.200406,0.0577748,9.48229,2.71541,0.13286,0.0993986,0.0217233,47,0.711712,0,Blackhole Attack
89702,1780.58,192.168.0.6,654,192.168.0.36,654,UDP,83,66,17,3770,2962,0.0466141,0.0370666,2.11729,1.6635,0.168221,0.127119,0.013308,45,0.204819,0,Normal Traffic
89703,1735.44,192.168.0.85,654,192.168.0.92,654,UDP,240,77,163,11350,3664,0.138294,0.0443693,6.54015,2.11129,0.190683,0.118948,0.0168903,47,0.679167,0,Blackhole Attack
89704,1486.52,192.168.0.93,654,192.168.0.24,654,UDP,208,49,159,9744,2336,0.139925,0.032963,6.55493,1.57146,0.127174,0.104607,0.0125717,46,0.764423,0,Blackhole Attack
89705,1450.02,192.168.0.35,654,192.168.0.24,654,UDP,238,77,160,11082,3580,0.164136,0.0531027,7.64265,2.46893,0.14097,0.119692,0.0197514,46,0.672269,0,Blackhole Attack
89706,1775.43,192.168.0.87,654,192.168.0.24,654,UDP,225,66,156,10552,3088,0.12673,0.0371741,5.94335,1.7393,0.16925,0.156779,0.0139144,46,0.693333,0,Blackhole Attack
89707,1681.01,192.168.0.44,654,192.168.0.88,654,UDP,90,73,17,4174,3382,0.0535393,0.0434263,2.48303,2.01189,0.0697776,0.0658004,0.0160951,46,0.188889,0.0136986,Normal Traffic
89708,1763.93,192.168.0.18,654,192.168.0.52,654,UDP,61,37,23,2850,1732,0.0345818,0.0209759,1.61571,0.981897,0.0647424,0.04834,0.00785518,46,0.377049,0,Normal Traffic
89709,1737.63,192.168.0.43,654,192.168.0.76,654,UDP,361,62,299,17068,2900,0.207754,0.0356808,9.82257,1.66894,0.193246,0.160469,0.0133515,47,0.828255,0.016129,Blackhole Attack
89710,1736.63,192.168.0.57,654,192.168.0.76,654,UDP,257,63,194,12134,2974,0.147987,0.0362771,6.98708,1.71251,0.178565,0.151922,0.0137001,47,0.754864,0.015873,Blackhole Attack
89711,1737.11,192.168.0.27,654,192.168.0.76,654,UDP,223,65,158,10552,3088,0.128374,0.0374185,6.07446,1.77767,0.114354,0.137859,0.0142213,47,0.70852,0,Blackhole Attack
89712,1720.46,192.168.0.56,654,192.168.0.36,654,UDP,110,39,71,5188,1820,0.0639362,0.0226683,3.01547,1.05785,0.0429718,0.0654495,0.00846283,47,0.645455,0,Blackhole Attack
89713,1559.17,192.168.0.64,654,192.168.0.36,654,UDP,53,36,17,2342,1550,0.0339923,0.0230891,1.50208,0.994115,0.0255598,0.0245241,0.00795292,44,0.320755,0,Normal Traffic
89714,1650.77,192.168.0.24,654,192.168.0.44,654,UDP,68,55,13,3214,2574,0.0411928,0.0333177,1.94697,1.55927,0.060511,0.0668976,0.0124742,47,0.191176,0.0181818,Normal Traffic
89715,1774.51,192.168.0.68,654,192.168.0.16,654,UDP,90,69,21,4216,3224,0.0507181,0.0388839,2.37586,1.81683,0.0755463,0.0746663,0.0145347,46,0.233333,0.0144928,Normal Traffic
89716,1772.63,192.168.0.48,654,192.168.0.12,654,UDP,78,44,34,3500,1910,0.0440024,0.0248219,1.97447,1.0775,0.0721091,0.0553105,0.00861996,44,0.435897,0,Normal Traffic
89717,1147.55,192.168.0.47,654,192.168.0.60,654,UDP,133,33,100,6248,1568,0.115899,0.028757,5.44465,1.36639,0.105677,0.0938322,0.0109311,46,0.75188,0,Blackhole Attack
89718,1752.98,192.168.0.64,654,192.168.0.32,654,UDP,38,21,17,1772,972,0.0216773,0.0119796,1.01085,0.554483,0.135142,0.0941458,0.00443586,46,0.447368,0.0952381,Normal Traffic
89719,1754.37,192.168.0.94,654,192.168.0.32,654,UDP,35,27,8,1548,1182,0.0199502,0.0153902,0.882369,0.673747,0.0382808,0.0519309,0.00538997,44,0.228571,0.037037,Normal Traffic
89720,1698.4,192.168.0.10,654,192.168.0.50,654,UDP,113,75,38,5270,3446,0.0665332,0.0441592,3.10292,2.02897,0.0281463,0.0378926,0.0162318,46,0.336283,0.0133333,Normal Traffic
89721,1680.34,192.168.0.48,654,192.168.0.32,654,UDP,40,23,17,1868,1068,0.0238046,0.0136877,1.11168,0.635584,0.00760934,0.0120023,0.00508467,46,0.425,0,Normal Traffic
89722,1627.72,192.168.0.2,654,192.168.0.12,654,UDP,99,83,16,4498,3764,0.0608212,0.0509915,2.76337,2.31244,0.0634497,0.0457576,0.0184995,45,0.161616,0,Normal Traffic
89723,1780.18,192.168.0.98,654,192.168.0.8,654,UDP,65,49,15,2958,2214,0.0365132,0.0275253,1.66163,1.2437,0.0539976,0.0570814,0.00994957,45,0.230769,0,Normal Traffic
89724,1694.84,192.168.0.100,654,192.168.0.76,654,UDP,73,18,55,3454,846,0.043072,0.0106205,2.03795,0.499163,0.0104221,0.00808018,0.0039933,47,0.753425,0,Blackhole Attack
89725,1764.31,192.168.0.58,654,192.168.0.24,654,UDP,44,23,21,2042,1034,0.0249389,0.0130362,1.15739,0.586064,0.0037638,0.00520981,0.00468851,46,0.477273,0,Normal Traffic
89726,1621.92,192.168.0.62,654,192.168.0.24,654,UDP,81,64,17,3738,2906,0.0499409,0.0394594,2.30468,1.79171,0.0649336,0.0479598,0.0143336,46,0.209877,0.046875,Normal Traffic
89727,1711.37,192.168.0.76,654,192.168.0.16,654,UDP,34,23,11,1598,1070,0.0198671,0.0134395,0.933756,0.625231,0.0173753,0.0288029,0.00500185,47,0.323529,0,Normal Traffic
89728,1772.16,192.168.0.10,654,192.168.0.52,654,UDP,38,26,12,1714,1158,0.0214428,0.0146714,0.967184,0.653442,0.0923974,0.0628663,0.00522753,45,0.315789,0,Normal Traffic
89729,1715.51,192.168.0.100,654,192.168.0.56,654,UDP,57,41,16,2720,1952,0.0332263,0.0238996,1.58553,1.13785,0.0101382,0.0132682,0.00910283,47,0.280702,0.0731707,Normal Traffic
89730,1457.83,192.168.0.92,654,192.168.0.56,654,UDP,52,33,19,2356,1470,0.0356694,0.0226364,1.6161,1.00835,0.0398829,0.0413268,0.00806678,45,0.365385,0,Normal Traffic
89731,1742.68,192.168.0.49,654,192.168.0.76,654,UDP,315,48,267,14856,2304,0.180757,0.0275439,8.52482,1.3221,0.114936,0.135926,0.0105768,47,0.847619,0,Blackhole Attack
89732,1735.13,192.168.0.41,654,192.168.0.76,654,UDP,304,35,269,14360,1664,0.175203,0.0201714,8.27602,0.959004,0.160588,0.16527,0.00767203,47,0.884868,0,Blackhole Attack
89733,1765.95,192.168.0.66,654,192.168.0.16,654,UDP,142,94,48,6598,4302,0.0804098,0.053229,3.73622,2.43608,0.0456114,0.0543992,0.0194886,46,0.338028,0,Normal Traffic
89734,1609.91,192.168.0.28,654,192.168.0.8,654,UDP,92,53,40,4320,2474,0.0571461,0.0329211,2.68338,1.53673,0.129144,0.0666115,0.0122939,46,0.434783,0,Normal Traffic
89735,1708.42,192.168.0.26,654,192.168.0.8,654,UDP,81,51,30,3804,2396,0.0474123,0.0298522,2.22662,1.40247,0.0834548,0.0638709,0.0112197,46,0.37037,0,Normal Traffic
89736,1708.27,192.168.0.96,654,192.168.0.8,654,UDP,58,36,22,2652,1604,0.0339524,0.0210739,1.55244,0.93896,0.0582616,0.0490853,0.00751168,45,0.37931,0.0277778,Normal Traffic
89737,1759.79,192.168.0.94,654,192.168.0.8,654,UDP,80,52,28,3734,2454,0.0454599,0.029549,2.12184,1.39448,0.147507,0.0632227,0.0111559,46,0.35,0.0192308,Normal Traffic
89738,1782.34,192.168.0.65,654,192.168.0.92,654,UDP,190,61,129,8968,2856,0.106601,0.0342247,5.03159,1.60239,0.0928106,0.0912498,0.0128191,47,0.678947,0,Blackhole Attack
89739,1647.44,192.168.0.100,654,192.168.0.50,654,UDP,125,46,79,5850,2172,0.0758751,0.027922,3.55096,1.31841,0.0282325,0.0468009,0.0105472,46,0.632,0,Blackhole Attack
89740,1749.35,192.168.0.76,654,192.168.0.12,654,UDP,72,40,32,3328,1816,0.0411582,0.0228657,1.90242,1.0381,0.0550961,0.0887582,0.00830482,46,0.444444,0.075,Normal Traffic
89741,1587.91,192.168.0.70,654,192.168.0.50,654,UDP,68,50,18,3178,2330,0.0428235,0.0314879,2.00137,1.46734,0.031323,0.0307242,0.0117387,46,0.264706,0,Normal Traffic
89742,1676.76,192.168.0.48,654,192.168.0.38,654,UDP,97,68,29,4522,3140,0.0578497,0.0405544,2.69687,1.87266,0.0183675,0.030491,0.0149813,46,0.298969,0,Normal Traffic
89743,1728.53,192.168.0.76,654,192.168.0.38,654,UDP,102,47,55,4804,2188,0.0590096,0.0271907,2.77924,1.26581,0.00537537,0.00447041,0.0101265,47,0.539216,0,Blackhole Attack
89744,1679.95,192.168.0.4,654,192.168.0.62,654,UDP,72,42,30,3274,1876,0.0428584,0.0250007,1.94886,1.1167,0.0835505,0.11318,0.00893359,45,0.416667,0.0238095,Normal Traffic
89745,1697.25,192.168.0.10,654,192.168.0.4,654,UDP,42,28,14,1888,1248,0.024746,0.0164973,1.11239,0.735309,0.0817266,0.082525,0.00588247,44,0.333333,0.0357143,Normal Traffic
89746,1744.74,192.168.0.70,654,192.168.0.16,654,UDP,33,19,14,1500,854,0.018914,0.0108899,0.859728,0.489472,0.0177008,0.010029,0.00391578,45,0.424242,0,Normal Traffic
89747,1771.9,192.168.0.74,654,192.168.0.80,654,UDP,46,24,22,2112,1072,0.0259609,0.0135448,1.19194,0.605001,0.0767873,0.0885844,0.00484001,45,0.478261,0,Normal Traffic
89748,1778.27,192.168.0.10,654,192.168.0.80,654,UDP,100,75,25,4680,3548,0.0562344,0.0421758,2.63177,1.9952,0.069691,0.058257,0.0159616,46,0.25,0.04,Normal Traffic
89749,1324.07,192.168.0.46,654,192.168.0.50,654,UDP,75,53,22,3550,2510,0.0566435,0.0400281,2.68113,1.89567,0.0453979,0.028293,0.0151654,47,0.293333,0,Normal Traffic
89750,1216.71,192.168.0.14,654,192.168.0.94,654,UDP,66,45,21,3068,2108,0.0542444,0.0369848,2.52154,1.73253,0.0918551,0.0662465,0.0138603,46,0.318182,0,Normal Traffic
89751,1379.38,192.168.0.64,654,192.168.0.46,654,UDP,84,53,31,3802,2370,0.0608968,0.038423,2.75631,1.71816,0.214378,0.10539,0.0137453,45,0.369048,0,Normal Traffic
89752,1710.07,192.168.0.90,654,192.168.0.46,654,UDP,57,38,19,2616,1736,0.0333321,0.0222214,1.52977,1.01517,0.0136585,0.0140516,0.00812133,45,0.333333,0,Normal Traffic
89753,1774.95,192.168.0.90,654,192.168.0.24,654,UDP,76,58,17,3578,2674,0.0428181,0.0326769,2.01583,1.50652,0.0362872,0.0277754,0.0120522,47,0.223684,0.0172414,Normal Traffic
